year,month,region,avg_temp_c,avg_max_temp_c,avg_min_temp_c,precipitation_mm
2023,6,Seoul/Incheon,24.1,30.1,17.2,147.8
2023,7,Seoul/Incheon,30.6,36.9,23.2,120.4
2023,8,Seoul/Incheon,31.5,37.7,24.3,94.4
2023,9,Seoul/Incheon,23.3,29.3,17.8,144.3
2023,10,Seoul/Incheon,15.1,21.1,10.2,73.4
2023,11,Seoul/Incheon,7.2,13.9,1.2,51.5
2023,12,Seoul/Incheon,-1.8,4.3,-7.2,31.2
2023,1,Gangwon,-6.4,-0.4,-12.1,44.2
2023,2,Gangwon,-4.0,1.9,-9.8,55.2
2023,3,Gangwon,0.7,9.7,-6.7,70.6
2023,4,Gangwon,11.0,21.9,0.0,95.2
2023,5,Gangwon,15.7,25.1,7.3,107.6
2023,6,Gangwon,20.6,27.3,13.2,165.4
2023,7,Gangwon,25.3,32.5,18.2,138.9
2023,8,Gangwon,26.5,35.3,18.5,122.6
2023,9,Gangwon,20.0,26.2,13.0,142.6
2023,10,Gangwon,11.9,16.7,7.7,94.2
2023,11,Gangwon,3.5,8.2,-1.0,81.4
2023,12,Gangwon,-5.2,-0.9,-11.2,51.4
2023,1,Busan/Ulsan/Gyeongnam,1.8,9.0,-4.1,33.8
2023,2,Busan/Ulsan/Gyeongnam,3.6,11.0,-2.5,41.5
2023,3,Busan/Ulsan/Gyeongnam,10.0,17.6,1.9,52.9
2023,4,Busan/Ulsan/Gyeongnam,16.6,27.4,6.4,75.4
2023,5,Busan/Ulsan/Gyeongnam,21.5,29.2,14.1,86.6
2023,6,Busan/Ulsan/Gyeongnam,24.4,28.8,20.3,145.2
2023,7,Busan/Ulsan/Gyeongnam,29.1,34.0,22.8,110.9
2023,8,Busan/Ulsan/Gyeongnam,28.5,34.5,24.1,112.8
2023,9,Busan/Ulsan/Gyeongnam,24.0,29.3,19.9,141.0
2023,10,Busan/Ulsan/Gyeongnam,18.0,24.3,11.9,76.4
2023,11,Busan/Ulsan/Gyeongnam,9.4,16.8,2.9,57.0
2023,12,Busan/Ulsan/Gyeongnam,4.0,10.0,-3.1,38.7
2023,1,Daegu/Gyeongbuk,-1.4,6.1,-9.3,21.4
2023,2,Daegu/Gyeongbuk,1.0,9.0,-6.8,30.3
2023,3,Daegu/Gyeongbuk,7.8,17.1,-2.2,45.8
2023,4,Daegu/Gyeongbuk,16.2,28.0,5.0,69.3
2023,5,Daegu/Gyeongbuk,22.5,31.4,12.8,85.4
2023,6,Daegu/Gyeongbuk,26.0,32.7,19.4,129.2
2023,7,Daegu/Gyeongbuk,31.8,40.1,22.8,119.8
2023,8,Daegu/Gyeongbuk,32.1,42.3,24.3,91.8
2023,9,Daegu/Gyeongbuk,25.4,31.9,18.1,136.8
2023,10,Daegu/Gyeongbuk,16.0,22.2,10.2,63.9
2023,11,Daegu/Gyeongbuk,7.9,14.5,0.3,47.5
2023,12,Daegu/Gyeongbuk,-0.3,6.9,-8.3,24.7
2023,1,Gwangju/Jeonnam,-0.1,8.2,-6.6,32.1
2023,2,Gwangju/Jeonnam,1.8,9.9,-5.5,38.4
2023,3,Gwangju/Jeonnam,8.8,18.5,-1.4,53.4
2023,4,Gwangju/Jeonnam,16.5,27.1,5.8,81.7
2023,5,Gwangju/Jeonnam,21.4,29.0,14.2,100.0
2023,6,Gwangju/Jeonnam,24.4,30.0,20.0,147.2
2023,7,Gwangju/Jeonnam,27.9,33.5,23.2,133.0
2023,8,Gwangju/Jeonnam,28.7,33.9,24.4,122.2
2023,9,Gwangju/Jeonnam,23.5,29.1,18.5,141.5
2023,10,Gwangju/Jeonnam,15.6,23.0,10.5,100.0
2023,11,Gwangju/Jeonnam,8.2,16.2,0.5,58.4
2023,12,Gwangju/Jeonnam,1.3,8.8,-6.1,34.2
2023,1,Daejeon/Chungcheong,-2.6,5.2,-9.3,25.3
2023,2,Daejeon/Chungcheong,1.1,7.7,-7.8,34.5
2023,3,Daejeon/Chungcheong,6.8,16.6,-3.4,51.2
2023,4,Daejeon/Chungcheong,15.4,26.0,5.8,69.4
2023,5,Daejeon/Chungcheong,20.6,29.1,12.3,90.4
2023,6,Daejeon/Chungcheong,23.6,28.9,18.1,142.5
2023,7,Daejeon/Chungcheong,28.2,33.9,22.1,114.8
2023,8,Daejeon/Chungcheong,28.8,34.0,22.5,106.3
2023,9,Daejeon/Chungcheong,22.2,27.8,16.8,149.6
2023,10,Daejeon/Chungcheong,14.4,21.9,9.3,75.8
2023,11,Daejeon/Chungcheong,6.5,14.1,0.2,51.6
2023,12,Daejeon/Chungcheong,-0.8,6.0,-8.1,29.8
2023,1,Jeju,5.4,11.3,0.2,42.6
2023,2,Jeju,6.7,12.1,1.0,58.8
2023,3,Jeju,10.8,16.3,4.8,76.5
2023,4,Jeju,15.2,21.6,8.8,104.3
2023,5,Jeju,20.3,26.2,15.2,123.1
2023,6,Jeju,22.8,28.1,18.2,207.5
2023,7,Jeju,26.9,31.2,22.1,189.6
2023,8,Jeju,27.5,31.7,23.0,154.0
2023,9,Jeju,22.8,28.0,18.8,167.4
2023,10,Jeju,16.9,23.1,13.0,95.9
2023,11,Jeju,12.2,17.3,7.5,72.1
2023,12,Jeju,6.8,11.7,2.2,54.5
2024,1,Seoul/Incheon,-3.1,1.4,-7.8,23.5
2024,2,Seoul/Incheon,-0.5,5.1,-5.6,32.7
2024,3,Seoul/Incheon,4.6,13.1,-0.5,47.8
2024,4,Seoul/Incheon,14.6,23.9,5.2,61.8
2024,5,Seoul/Incheon,20.1,28.2,12.3,96.7
2024,6,Seoul/Incheon,24.1,29.8,17.0,127.6
2024,7,Seoul/Incheon,29.8,35.9,22.8,110.8
2024,8,Seoul/Incheon,30.8,37.3,24.0,95.0
2024,9,Seoul/Incheon,23.4,28.0,18.2,138.7
2024,10,Seoul/Incheon,14.8,20.9,9.6,71.9
2024,11,Seoul/Incheon,6.9,14.3,1.1,50.5
2024,12,Seoul/Incheon,-1.2,4.0,-6.9,29.8
2024,1,Gangwon,-6.4,-1.2,-12.7,44.7
2024,2,Gangwon,-3.6,2.3,-9.7,63.7
2024,3,Gangwon,1.0,10.1,-7.2,64.0
2024,4,Gangwon,10.7,21.4,-0.0,88.0
2024,5,Gangwon,15.5,24.2,6.6,92.9
2024,6,Gangwon,19.3,24.6,13.8,158.8
2024,7,Gangwon,23.9,30.4,18.1,132.0
2024,8,Gangwon,24.7,30.7,18.3,114.6
2024,9,Gangwon,19.2,24.7,12.5,161.3
2024,10,Gangwon,12.1,16.7,6.7,100.3
2024,11,Gangwon,3.1,8.5,-1.3,77.4
2024,12,Gangwon,-5.1,-0.8,-11.2,54.6
2024,1,Busan/Ulsan/Gyeongnam,2.0,8.7,-3.8,34.1
2024,2,Busan/Ulsan/Gyeongnam,3.9,10.7,-2.8,39.6
2024,3,Busan/Ulsan/Gyeongnam,10.7,18.2,2.0,54.3
2024,4,Busan/Ulsan/Gyeongnam,16.5,27.2,6.6,79.2
2024,5,Busan/Ulsan/Gyeongnam,21.7,29.2,14.1,90.1
2024,6,Busan/Ulsan/Gyeongnam,24.7,29.2,19.9,140.8
2024,7,Busan/Ulsan/Gyeongnam,28.5,34.5,22.6,111.2
2024,8,Busan/Ulsan/Gyeongnam,29.0,35.0,24.1,111.3
2024,9,Busan/Ulsan/Gyeongnam,24.4,29.4,19.5,134.2
2024,10,Busan/Ulsan/Gyeongnam,17.5,23.5,11.9,86.6
2024,11,Busan/Ulsan/Gyeongnam,10.0,17.1,2.6,58.2
2024,12,Busan/Ulsan/Gyeongnam,3.9,9.9,-2.6,41.1
2024,1,Daegu/Gyeongbuk,-1.8,6.1,-8.9,21.1
2024,2,Daegu/Gyeongbuk,1.5,8.7,-7.2,28.1
2024,3,Daegu/Gyeongbuk,7.4,17.1,-1.7,44.8
2024,4,Daegu/Gyeongbuk,15.9,27.0,4.7,77.3
2024,5,Daegu/Gyeongbuk,21.5,31.1,13.6,85.0
2024,6,Daegu/Gyeongbuk,25.9,32.9,18.9,144.3
2024,7,Daegu/Gyeongbuk,30.8,40.5,22.6,108.5
2024,8,Daegu/Gyeongbuk,31.9,41.2,23.5,97.2
2024,9,Daegu/Gyeongbuk,25.1,30.6,18.1,130.5
2024,10,Daegu/Gyeongbuk,16.1,22.0,9.8,71.7
2024,11,Daegu/Gyeongbuk,8.0,14.9,0.2,42.1
2024,12,Daegu/Gyeongbuk,-0.3,7.1,-7.6,25.4
2024,1,Gwangju/Jeonnam,-0.1,8.0,-7.4,30.9
2024,2,Gwangju/Jeonnam,2.3,9.9,-5.1,40.5
2024,3,Gwangju/Jeonnam,8.4,18.0,-0.4,54.3
2024,4,Gwangju/Jeonnam,16.4,26.8,6.2,79.3
2024,5,Gwangju/Jeonnam,21.3,29.4,14.4,97.0
2024,6,Gwangju/Jeonnam,23.9,30.3,19.8,155.9
2024,7,Gwangju/Jeonnam,27.4,33.3,22.6,139.9
2024,8,Gwangju/Jeonnam,28.5,33.7,23.9,124.1
2024,9,Gwangju/Jeonnam,23.5,29.2,19.6,138.3
2024,10,Gwangju/Jeonnam,16.5,23.0,9.7,84.0
2024,11,Gwangju/Jeonnam,7.9,16.3,1.0,64.5
2024,12,Gwangju/Jeonnam,1.1,9.0,-6.4,35.6
2024,1,Daejeon/Chungcheong,-1.7,4.9,-9.8,25.2
2024,2,Daejeon/Chungcheong,0.6,8.1,-6.6,33.1
2024,3,Daejeon/Chungcheong,6.7,16.4,-3.5,50.8
2024,4,Daejeon/Chungcheong,15.3,26.0,5.1,73.2
2024,5,Daejeon/Chungcheong,20.3,29.0,11.7,85.1
2024,6,Daejeon/Chungcheong,23.7,28.7,18.2,148.4
2024,7,Daejeon/Chungcheong,27.5,33.8,22.4,109.4
2024,8,Daejeon/Chungcheong,28.4,34.1,23.2,98.7
2024,9,Daejeon/Chungcheong,22.3,28.4,17.5,146.9
2024,10,Daejeon/Chungcheong,15.0,20.8,8.8,77.0
2024,11,Daejeon/Chungcheong,6.6,14.4,0.2,46.2
2024,12,Daejeon/Chungcheong,-0.7,5.7,-8.1,30.4
2024,1,Jeju,6.1,11.9,0.2,49.5
2024,2,Jeju,6.7,12.3,0.9,65.4
2024,3,Jeju,10.6,16.1,5.2,76.6
2024,4,Jeju,15.8,21.8,8.8,94.5
2024,5,Jeju,20.1,26.2,15.1,130.0
2024,6,Jeju,23.0,28.2,17.7,196.1
2024,7,Jeju,26.7,31.3,21.9,179.4
2024,8,Jeju,27.0,31.9,23.3,164.6
2024,9,Jeju,23.2,28.0,19.0,164.4
2024,10,Jeju,17.7,23.1,13.1,97.4
2024,11,Jeju,11.4,17.3,7.9,71.8
2024,12,Jeju,7.2,11.9,2.3,56.7
2025,1,Seoul/Incheon,-2.8,1.6,-7.6,25.3
2025,2,Seoul/Incheon,-0.6,5.0,-6.5,35.7
2025,3,Seoul/Incheon,5.2,12.6,-1.5,47.5
2025,4,Seoul/Incheon,14.3,24.5,4.8,59.5
2025,5,Seoul/Incheon,19.2,27.4,12.0,82.7
2025,6,Seoul/Incheon,23.0,28.2,17.3,150.1
2025,7,Seoul/Incheon,28.4,32.6,22.9,111.4
2025,8,Seoul/Incheon,28.7,32.7,24.1,94.8
2025,9,Seoul/Incheon,23.0,26.8,17.9,138.3
2025,10,Seoul/Incheon,15.3,21.3,9.4,71.5
2025,11,Seoul/Incheon,6.6,13.8,1.0,46.4
2025,12,Seoul/Incheon,-1.8,3.7,-6.9,30.1
2025,1,Gangwon,-6.7,-0.9,-12.2,44.4
2025,2,Gangwon,-3.5,2.4,-10.4,62.5
2025,3,Gangwon,1.2,9.7,-6.8,70.0
2025,4,Gangwon,10.2,20.7,0.3,91.2
2025,5,Gangwon,15.7,24.1,7.1,98.0
2025,6,Gangwon,19.8,25.4,13.9,159.7
2025,7,Gangwon,23.5,30.2,18.2,129.6
2025,8,Gangwon,24.8,30.9,18.2,109.1
2025,9,Gangwon,19.0,24.9,13.1,152.1
2025,10,Gangwon,12.0,17.2,6.9,87.4
2025,11,Gangwon,4.0,8.4,-1.4,77.6
2025,12,Gangwon,-5.2,-0.9,-10.9,54.4
2025,1,Busan/Ulsan/Gyeongnam,1.8,8.8,-4.3,33.5
2025,2,Busan/Ulsan/Gyeongnam,4.0,10.8,-1.8,43.0
2025,3,Busan/Ulsan/Gyeongnam,9.8,18.1,2.1,56.3
2025,4,Busan/Ulsan/Gyeongnam,16.5,27.2,7.1,70.4
2025,5,Busan/Ulsan/Gyeongnam,21.8,29.3,13.8,90.2
2025,6,Busan/Ulsan/Gyeongnam,24.7,28.9,20.3,162.1
2025,7,Busan/Ulsan/Gyeongnam,28.3,33.6,23.1,124.3
2025,8,Busan/Ulsan/Gyeongnam,28.9,35.4,23.6,113.8
2025,9,Busan/Ulsan/Gyeongnam,24.3,29.5,20.6,134.6
2025,10,Busan/Ulsan/Gyeongnam,17.3,24.3,11.9,79.8
2025,11,Busan/Ulsan/Gyeongnam,10.0,16.4,3.0,57.9
2025,12,Busan/Ulsan/Gyeongnam,3.9,10.4,-3.4,41.6
2025,1,Daegu/Gyeongbuk,-1.6,5.9,-8.8,20.3
2025,2,Daegu/Gyeongbuk,1.2,9.3,-7.1,29.1
2025,3,Daegu/Gyeongbuk,7.2,16.8,-1.1,47.8
2025,4,Daegu/Gyeongbuk,15.6,26.6,5.1,71.9
2025,5,Daegu/Gyeongbuk,21.7,29.9,13.0,86.4
2025,6,Daegu/Gyeongbuk,25.0,30.3,18.9,129.3
2025,7,Daegu/Gyeongbuk,29.6,36.9,23.1,108.3
2025,8,Daegu/Gyeongbuk,30.3,37.1,24.1,97.9
2025,9,Daegu/Gyeongbuk,24.6,29.7,18.1,128.7
2025,10,Daegu/Gyeongbuk,16.2,21.7,9.9,69.0
2025,11,Daegu/Gyeongbuk,7.8,15.3,-0.4,45.1
2025,12,Daegu/Gyeongbuk,-0.2,6.6,-8.1,24.6
2025,1,Gwangju/Jeonnam,0.7,8.1,-7.4,29.2
2025,2,Gwangju/Jeonnam,2.3,10.6,-5.5,36.2
2025,3,Gwangju/Jeonnam,9.1,18.1,-1.3,56.5
2025,4,Gwangju/Jeonnam,15.7,27.0,6.1,83.7
2025,5,Gwangju/Jeonnam,21.2,29.0,13.7,101.3
2025,6,Gwangju/Jeonnam,24.2,29.9,19.7,154.9
2025,7,Gwangju/Jeonnam,28.3,32.9,23.0,125.2
2025,8,Gwangju/Jeonnam,28.4,34.0,24.8,113.3
2025,9,Gwangju/Jeonnam,23.9,29.3,19.1,163.2
2025,10,Gwangju/Jeonnam,16.1,23.1,10.0,95.5
2025,11,Gwangju/Jeonnam,8.3,15.8,0.6,59.4
2025,12,Gwangju/Jeonnam,1.3,9.0,-5.6,34.2
2025,1,Daejeon/Chungcheong,-2.0,5.0,-8.7,22.2
2025,2,Daejeon/Chungcheong,0.3,8.1,-6.6,34.1
2025,3,Daejeon/Chungcheong,5.9,16.2,-3.2,47.0
2025,4,Daejeon/Chungcheong,15.3,25.9,4.8,66.7
2025,5,Daejeon/Chungcheong,20.8,29.4,12.2,84.9
2025,6,Daejeon/Chungcheong,23.4,29.0,18.2,149.8
2025,7,Daejeon/Chungcheong,27.8,34.0,22.1,123.4
2025,8,Daejeon/Chungcheong,28.7,34.2,23.0,107.1
2025,9,Daejeon/Chungcheong,22.6,27.7,17.4,144.9
2025,10,Daejeon/Chungcheong,14.9,20.9,9.1,76.7
2025,11,Daejeon/Chungcheong,6.6,14.1,0.5,52.7
2025,12,Daejeon/Chungcheong,-0.9,6.3,-8.3,30.6
2025,1,Jeju,6.0,10.9,-0.3,48.4
2025,2,Jeju,6.2,11.8,0.9,55.8
2025,3,Jeju,10.5,16.3,4.7,80.7
2025,4,Jeju,15.7,22.3,8.8,104.3
2025,5,Jeju,19.7,26.3,15.1,123.3
2025,6,Jeju,22.6,27.7,18.2,190.5
2025,7,Jeju,26.6,30.6,22.3,168.9
2025,8,Jeju,27.7,32.2,22.8,164.7
2025,9,Jeju,23.1,27.8,18.7,153.3
2025,10,Jeju,17.6,22.5,13.0,98.7
2025,11,Jeju,12.2,16.9,7.9,77.7
2025,12,Jeju,7.1,12.1,2.1,50.8
